c1.diseaseId	c1.name	c1.STY	c1.MESH	c1.OMIM	c1.type	c2.geneId	c2.symbol	c2.uniprotId	c2.description	c2.DPI	c2.DSI	c2.pantherName	c0.score	c0.EI	c0.Npmids	c0.Nsnps
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4968	OGG1	O15527	8-oxoguanine DNA glycosylase	0.893	0.448	nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4922	NTS	P30990	neurotensin	0.714	0.529	signaling molecule	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4907	NT5E	P21589	5'-nucleotidase ecto	0.643	0.524	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4893	NRAS	P01111	neuroblastoma RAS viral oncogene homolog	0.75	0.384	enzyme modulator	0.0002747267842131	1.0	1	1
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4885	NPTX2	P47972	neuronal pentraxin 2	0.5	0.645	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4851	NOTCH1	P46531	notch 1	0.75	0.407	defense/immunity protein; signaling molecule; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	266790	HCA1	null	Hypercalciuria, absorptive, 1	0.393	0.698	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2669	GEM	P55040	GTP binding protein overexpressed in skeletal muscle	0.679	0.538	enzyme modulator	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2900	GRIK4	Q16099	glutamate ionotropic receptor kainate type subunit 4	0.357	0.684	transporter; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3655	ITGA6	P23229	integrin subunit alpha 6	0.679	0.543	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2904	GRIN2B	Q13224	glutamate ionotropic receptor NMDA type subunit 2B	0.464	0.539	transporter; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	29072	SETD2	Q9BYW2	SET domain containing 2	0.714	0.447	transferase; nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3606	IL18	Q14116	interleukin 18	0.929	0.382	signaling molecule	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	30813	VSX1	Q9NZR4	visual system homeobox 1	0.607	0.598	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3092	HIP1	O00291	huntingtin interacting protein 1	0.5	0.648	cytoskeletal protein	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	31	ACACA	Q13085	acetyl-CoA carboxylase alpha	0.75	0.535	ligase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	353	APRT	P07741	adenine phosphoribosyltransferase	0.75	0.446	null	0.0002747267842131	1.0	1	1
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	352909	DNAAF3	Q8N9W5	dynein axonemal assembly factor 3	0.464	0.698	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3126	HLA-DRB4	P13762	major histocompatibility complex, class II, DR beta 4	0.75	0.549	defense/immunity protein	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3135	HLA-G	P17693	major histocompatibility complex, class I, G	0.821	0.477	defense/immunity protein; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3150	HMGN1	P05114	high mobility group nucleosome binding domain 1	0.393	0.693	nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	343413	FCRL6	Q6DN72	Fc receptor like 6	0.179	0.819	cell adhesion molecule	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3371	TNC	P24821	tenascin C	0.821	0.463	signaling molecule	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3360	HTR4	Q13639	5-hydroxytryptamine receptor 4	0.571	0.612	receptor	0.0002747267842131	0.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3211	HOXB1	P14653	homeobox B1	0.393	0.684	transcription factor; nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3685	ITGAV	P06756	integrin subunit alpha V	0.714	0.537	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2891	GRIA2	P42262	glutamate ionotropic receptor AMPA type subunit 2	0.429	0.612	transporter; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2688	GH1	P01241	growth hormone 1	0.821	0.421	signaling molecule	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	26993	AKAP8L	Q9ULX6	A-kinase anchoring protein 8 like	0.107	0.93	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	27034	ACAD8	Q9UKU7	acyl-CoA dehydrogenase family member 8	0.643	0.604	transferase; oxidoreductase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	406928	MIR137	null	microRNA 137	0.679	0.552	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4049	LTA	P01374	lymphotoxin alpha	0.893	0.413	signaling molecule	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4036	LRP2	P98164	LDL receptor related protein 2	0.679	0.503	extracellular matrix protein; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4010	LMX1B	O60663	LIM homeobox transcription factor 1 beta	0.5	0.536	cytoskeletal protein; nucleic acid binding	0.0002747267842131	1.0	1	2
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	27161	AGO2	Q9UKV8	argonaute 2, RISC catalytic component	0.679	0.566	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	27306	HPGDS	O60760	hematopoietic prostaglandin D synthase	0.857	0.409	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	27445	PCLO	Q9Y6V0	piccolo presynaptic cytomatrix protein	0.393	0.561	null	0.0002747267842131	0.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2752	GLUL	P15104	glutamate-ammonia ligase	0.679	0.527	ligase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	28	ABO	P16442	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	0.893	0.47	transferase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3811	KIR3DL1	P43629	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	0.75	0.515	defense/immunity protein; signaling molecule; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2861	GPR37	O15354	G protein-coupled receptor 37	0.107	0.779	receptor	0.0002747267842131	1.0	1	1
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3758	KCNJ1	P48048	potassium voltage-gated channel subfamily J member 1	0.5	0.53	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	374	AREG	P15514	amphiregulin	0.75	0.517	signaling molecule	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	288	ANK3	Q12955	ankyrin 3	0.429	0.593	cytoskeletal protein	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3242	HPD	P32754	4-hydroxyphenylpyruvate dioxygenase	0.571	0.6	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	22854	NTNG1	Q9Y2I2	netrin G1	0.5	0.582	extracellular matrix protein; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1509	CTSD	P07339	cathepsin D	0.714	0.485	protease; hydrolase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6262	RYR2	Q92736	ryanodine receptor 2	0.571	0.541	transporter; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6249	CLIP1	P30622	CAP-Gly domain containing linker protein 1	0.607	0.672	cytoskeletal protein; chaperone	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	161582	DYX1C1	Q8WXU2	dyslexia susceptibility 1 candidate 1	0.393	0.703	chaperone	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	166336	PRICKLE2	Q7Z3G6	prickle planar cell polarity protein 2	0.214	0.804	cytoskeletal protein; structural protein	0.0002747267842131	1.0	1	1
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	60677	CELF6	Q96J87	CUGBP Elav-like family member 6	0.036	1	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	60490	PPCDC	Q96CD2	phosphopantothenoylcysteine decarboxylase	0.036	1	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	60	ACTB	P60709	actin beta	0.893	0.436	cytoskeletal protein	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1738	DLD	P09622	dihydrolipoamide dehydrogenase	0.643	0.532	oxidoreductase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5981	RFC1	P35251	replication factor C subunit 1	0.607	0.566	phosphatase; nucleic acid binding; hydrolase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5973	RENBP	P51606	renin binding protein	0.75	0.553	isomerase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5972	REN	P00797	renin	0.75	0.404	protease; hydrolase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5923	RASGRF1	Q13972	Ras protein specific guanine nucleotide releasing factor 1	0.679	0.564	enzyme modulator	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5816	PVALB	P20472	parvalbumin	0.464	0.614	calcium-binding protein	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1750	DLX6	P56179	distal-less homeobox 6	0.464	0.698	transcription factor; nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1756	DMD	P11532	dystrophin	0.75	0.445	cytoskeletal protein	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	57555	NLGN2	Q8NFZ4	neuroligin 2	0.107	0.838	hydrolase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	177	AGER	Q15109	advanced glycosylation end-product specific receptor	0.75	0.464	cell adhesion molecule; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6328	SCN3A	Q9NY46	sodium voltage-gated channel alpha subunit 3	0.25	0.768	transporter	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1601	DAB2	P98082	DAB2, clathrin adaptor protein	0.571	0.586	signaling molecule	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6755	SSTR5	P35346	somatostatin receptor 5	0.464	0.602	receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6750	SST	P61278	somatostatin	0.75	0.448	signaling molecule	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6714	SRC	P12931	SRC proto-oncogene, non-receptor tyrosine kinase	0.75	0.492	transferase; kinase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6667	SP1	P08047	Sp1 transcription factor	0.714	0.488	transcription factor; nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6654	SOS1	Q07889	SOS Ras/Rac guanine nucleotide exchange factor 1	0.75	0.475	enzyme modulator	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6647	SOD1	P00441	superoxide dismutase 1	0.964	0.398	oxidoreductase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6576	SLC25A1	P53007	solute carrier family 25 member 1	0.464	0.608	transfer/carrier protein; transporter; calcium-binding protein; nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2150	F2RL1	P55085	F2R like trypsin receptor 1	0.75	0.488	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6559	SLC12A3	P55017	solute carrier family 12 member 3	0.714	0.538	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1523	CUX1	P39880;Q13948	cut like homeobox 1	0.75	0.507	transcription factor; nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	157680	VPS13B	Q7Z7G8	vacuolar protein sorting 13 homolog B	0.536	0.684	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	652	BMP4	P12644	bone morphogenetic protein 4	0.714	0.438	signaling molecule	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	64374	SIL1	Q9H173	SIL1 nucleotide exchange factor	0.5	0.668	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6418	SET	Q01105	SET nuclear proto-oncogene	0.643	0.569	enzyme modulator; chaperone	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	641339	ZNF674	Q2M3X9	zinc finger protein 674	0.214	0.838	transcription factor	0.0002747267842131	0.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6383	SDC2	P34741	syndecan 2	0.679	0.566	cell adhesion molecule; defense/immunity protein; signaling molecule; cytoskeletal protein; extracellular matrix protein	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	159371	SLC35G1	Q2M3R5	solute carrier family 35 member G1	0.536	0.661	transporter	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1776	DNASE1L3	Q13609	deoxyribonuclease 1 like 3	0.571	0.602	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1788	DNMT3A	Q9Y6K1	DNA methyltransferase 3 alpha	0.714	0.501	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	54997	TESC	Q96BS2	tescalcin	0.571	0.621	calcium-binding protein; phosphatase; hydrolase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	54913	RPP25	Q9BUL9	ribonuclease P and MRP subunit p25	0.071	0.838	nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	54904	NSD3	Q9BZ95	nuclear receptor binding SET domain protein 3	0.321	0.688	transferase; nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	54808	DYM	Q7RTS9	dymeclin	0.643	0.499	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2059	EPS8	Q12929	epidermal growth factor receptor pathway substrate 8	0.321	0.654	transmembrane receptor regulatory/adaptor protein	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	54768	HYDIN	Q4G0P3	HYDIN, axonemal central pair apparatus protein	0.286	0.709	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	207	AKT1	P31749	AKT serine/threonine kinase 1	0.893	0.336	transfer/carrier protein; transferase; calcium-binding protein; kinase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	54584	GNB1L	Q9BYB4	G protein subunit beta 1 like	0.25	0.75	receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	54476	RNF216	Q9NWF9	ring finger protein 216	0.321	0.651	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	217	ALDH2	P05091	aldehyde dehydrogenase 2 family (mitochondrial)	0.857	0.441	oxidoreductase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5428	POLG	P54098	DNA polymerase gamma, catalytic subunit	0.786	0.434	transferase; nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5354	PLP1	P60201	proteolipid protein 1	0.607	0.515	structural protein	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4094	MAF	O75444	MAF bZIP transcription factor	0.786	0.537	transcription factor; nucleic acid binding	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2182	ACSL4	O60488	acyl-CoA synthetase long-chain family member 4	0.571	0.57	ligase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2191	FAP	Q12884	fibroblast activation protein alpha	0.714	0.538	protease; enzyme modulator; hydrolase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	518	ATP5G3	P48201	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)	0.036	1	transporter	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	220296	HEPACAM	Q14CZ8	hepatic and glial cell adhesion molecule	0.464	0.68	cell adhesion molecule; defense/immunity protein; signaling molecule; transferase; kinase; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	55	ACPP	P15309	acid phosphatase, prostate	0.643	0.564	hydrolase; phosphatase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	55065	SLC52A1	Q9NWF4	solute carrier family 52 member 1	0.679	0.546	receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	56925	LXN	Q9BS40	latexin	0.607	0.594	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	56731	SLC2A4RG	Q9NR83	SLC2A4 regulator	0.643	0.619	transcription factor	0.0002747267842131	0.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5662	PSD	A5PKW4	pleckstrin and Sec7 domain containing	0.321	0.693	enzyme modulator	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1803	DPP4	P27487	dipeptidyl peptidase 4	0.75	0.484	protease; enzyme modulator; hydrolase	0.0002747267842131	1.0	1	1
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1808	DPYSL2	Q16555	dihydropyrimidinase like 2	0.464	0.628	hydrolase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5599	MAPK8	P45983	mitogen-activated protein kinase 8	0.786	0.446	transferase; kinase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	55907	CMAS	Q8NFW8	cytidine monophosphate N-acetylneuraminic acid synthetase	0.429	0.709	transferase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1821	DRP2	Q13474	dystrophin related protein 2	0.143	0.758	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1826	DSCAM	O60469	DS cell adhesion molecule	0.286	0.703	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	55628	ZNF407	Q9C0G0	zinc finger protein 407	0.286	0.819	transcription factor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	183	AGT	P01019	angiotensinogen	0.929	0.377	enzyme modulator	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	197320	ZNF778	Q96MU6	zinc finger protein 778	0.036	0.93	transcription factor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	554	AVPR2	P30518	arginine vasopressin receptor 2	0.429	0.575	receptor	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	55341	LSG1	Q9H089	large 60S subunit nuclear export GTPase 1	0.036	1	signaling molecule; enzyme modulator; nucleic acid binding; hydrolase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5528	PPP2R5D	Q14738	protein phosphatase 2 regulatory subunit B'delta	0.429	0.633	phosphatase; hydrolase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	201456	FBXO15	Q8NCQ5	F-box protein 15	0.107	0.889	null	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2028	ENPEP	Q07075	glutamyl aminopeptidase	0.607	0.604	protease; hydrolase	0.0002747267842131	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	51592	TRIM33	Q9UPN9	tripartite motif containing 33	0.357	0.68	null	0.0002747267842131	1.0	1	8
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	4204	MECP2	P51608	methyl-CpG binding protein 2	0.857	0.413	transferase; nucleic acid binding	0.201648360705279	1.0	6	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	2562	GABRB3	P28472	gamma-aminobutyric acid type A receptor beta3 subunit	0.429	0.565	transporter; receptor	0.200274726784213	1.0	1	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	6323	SCN1A	P35498	sodium voltage-gated channel alpha subunit 1	0.5	0.495	transporter	0.200274726784213	1.0	1	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	7466	WFS1	O76024	wolframin ER transmembrane glycoprotein	0.643	0.506	null	0.2	NA	0	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	4208	MEF2C	Q06413	myocyte enhancer factor 2C	0.5	0.537	null	0.2	NA	0	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	8905	AP1S2	P56377	adaptor related protein complex 1 sigma 2 subunit	0.464	0.598	membrane traffic protein	0.2	NA	0	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	51259	TMEM216	Q9P0N5	transmembrane protein 216	0.429	0.504	null	0.2	NA	0	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	51524	TMEM138	Q9NPI0	transmembrane protein 138	0.321	0.639	null	0.2	NA	0	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	5602	MAPK10	P53779	mitogen-activated protein kinase 10	0.464	0.621	transferase; kinase	0.2	NA	0	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	8831	SYNGAP1	Q96PV0	synaptic Ras GTPase activating protein 1	0.286	0.636	enzyme modulator	0.2	NA	0	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	6535	SLC6A8	P48029	solute carrier family 6 member 8	0.679	0.505	transporter	0.2	NA	0	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	6853	SYN1	P17600	synapsin I	0.393	0.61	cytoskeletal protein; membrane traffic protein	0.2	NA	0	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	10716	TBR1	Q16650	T-box, brain 1	0.357	0.616	transcription factor; nucleic acid binding	0.2	NA	0	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	23090	ZNF423	Q2M1K9	zinc finger protein 423	0.607	0.586	transcription factor	0.2	NA	0	0
C0856975	Autistic behavior	Mental or Behavioral Dysfunction	null	null	disease	1806	DPYD	Q12882	dihydropyrimidine dehydrogenase	0.75	0.469	oxidoreductase	0.2	NA	0	0
